trade_id,client_id,salesperson_id,trade_date,facevalue,actual_revenue,churn_date
2417,61,13,01-08-2023,880558,780278,01-08-2023
2418,693,66,26-03-2023,285311,305790,
2419,460,19,24-06-2023,300888,316232,
2420,579,8,02-03-2023,556841,599134,
2421,226,68,16-06-2023,856536,301257,31-07-2023
2422,470,31,09-05-2023,932342,897960,20-07-2023
2423,397,50,12-03-2023,950679,261687,28-04-2023
2424,465,63,24-05-2023,385394,319678,20-06-2023
2425,693,12,27-06-2023,74149,82656,
2426,516,6,22-10-2022,317846,324927,
2427,415,16,29-01-2023,906628,684850,11-04-2023
2428,249,21,17-02-2023,799494,532777,30-06-2023
2429,367,41,02-02-2023,443528,452956,
2430,455,51,24-03-2023,306715,315047,
2431,442,50,09-08-2023,434257,453027,
2432,274,29,09-02-2023,343812,351916,
2433,311,69,08-06-2023,865215,873137,
2434,24,51,24-07-2023,106295,166576,
2435,135,53,11-08-2023,852036,418156,11-08-2023
2436,722,60,18-03-2023,746137,746404,
2437,140,73,10-08-2023,788433,656947,11-08-2023
2438,295,47,07-08-2023,60153,108785,
2439,588,41,01-08-2023,280140,283614,
2440,717,43,03-11-2022,450915,462767,
2441,171,14,07-07-2023,129770,188218,
2442,100,44,18-06-2023,204149,246460,
2443,135,30,03-05-2023,856787,340805,14-05-2023
2444,145,52,22-04-2023,653464,675732,
2445,49,42,20-07-2023,847699,770324,28-07-2023
2446,288,41,05-08-2023,754031,778952,
2447,441,41,13-03-2023,673735,684205,
2448,91,36,06-03-2023,468372,477301,
2449,129,53,09-07-2023,530632,559850,
2450,40,1,21-07-2023,761417,773690,
2451,572,35,01-08-2023,957921,351239,02-08-2023
2452,235,52,28-05-2023,105680,33933,10-07-2023
2453,318,39,26-06-2023,440608,457558,
2454,134,32,10-05-2023,716869,723638,
2455,239,67,29-06-2023,984380,987277,
2456,734,73,10-08-2023,682926,699474,
2457,132,65,16-07-2023,403179,49172,27-07-2023
2458,82,43,23-01-2023,615145,495386,05-02-2023
2459,456,49,08-08-2023,684881,223196,11-08-2023
2460,496,48,14-05-2023,747933,748165,
2461,730,34,10-05-2023,708141,709428,
2462,642,50,10-06-2023,301122,346450,
2463,585,55,06-08-2023,311028,330152,
2464,56,71,10-03-2023,553040,563163,
2465,35,65,11-05-2023,976164,809588,21-06-2023
2466,272,24,25-07-2023,619438,370029,08-08-2023
2467,350,61,24-04-2023,363432,391799,
2468,570,73,04-08-2023,915404,792972,11-08-2023
2469,352,18,15-06-2023,536681,552050,
2470,159,21,11-03-2023,305317,322380,
2471,154,39,01-04-2023,280249,292927,
2472,657,9,24-07-2023,89063,64919,28-07-2023
2473,674,59,10-08-2023,163343,169509,
2474,581,73,28-04-2023,600644,626411,
2475,81,41,09-08-2023,564790,598276,
2476,94,15,09-02-2023,441789,447201,
2477,183,66,30-07-2023,875252,893655,
2478,166,34,28-03-2023,473345,489780,
2479,254,36,16-07-2023,262821,298725,
2480,79,12,31-05-2023,84186,143063,
2481,544,31,06-03-2023,462691,487808,
2482,174,21,15-03-2023,161773,177053,
2483,571,30,09-08-2023,434579,460853,
2484,704,25,08-03-2023,582843,607888,
2485,537,50,30-07-2023,487549,511835,
2486,351,32,05-04-2023,959553,315241,06-07-2023
2487,367,50,02-04-2023,943362,957384,
2488,501,13,08-08-2023,500268,57160,08-08-2023
2489,580,69,29-07-2023,653597,681761,
2490,158,46,21-03-2023,873345,612854,12-05-2023
2491,132,11,05-08-2023,390734,412188,
2492,188,56,25-07-2023,252974,259983,
2493,50,23,01-08-2023,269072,180099,01-08-2023
2494,193,30,14-07-2023,983268,633819,20-07-2023
2495,683,10,06-08-2023,247486,273175,
2496,417,19,05-05-2023,466282,509230,
2497,122,37,31-07-2023,519931,287767,31-07-2023
2498,308,16,11-01-2023,325593,307026,20-03-2023
2499,111,32,17-07-2023,926415,429639,11-08-2023
2500,564,22,10-07-2023,262885,267808,
2501,574,13,29-06-2023,851933,120101,06-07-2023
2502,401,58,11-08-2023,191313,193915,
2503,711,25,18-06-2023,389488,404206,
2504,396,6,27-02-2023,647992,615987,03-08-2023
2505,261,67,02-03-2023,457831,463077,
2506,118,29,06-06-2023,829783,185206,22-06-2023
2507,98,72,23-07-2023,179488,195051,
2508,204,41,16-04-2023,603504,606716,
2509,645,39,03-02-2023,668696,576349,15-03-2023
2510,578,12,05-08-2023,637552,643882,
2511,423,53,01-01-2023,533813,538058,
2512,369,65,20-04-2023,635441,252148,02-07-2023
2513,466,17,03-08-2023,330332,345934,
2514,383,3,03-05-2023,288518,306991,
2515,652,30,23-12-2022,227083,71378,13-01-2023
2516,603,25,06-03-2023,913028,928632,
2517,115,42,24-07-2023,426437,440452,
2518,123,38,11-02-2023,185399,190994,
2519,338,72,10-08-2023,559415,148156,11-08-2023
2520,748,47,27-03-2023,94354,98365,
2521,641,56,01-05-2023,388177,393554,
2522,623,54,10-03-2023,228715,291697,
2523,695,9,12-07-2023,425762,288283,31-07-2023
2524,600,29,24-03-2023,593582,264651,21-05-2023
2525,488,54,27-09-2022,567956,142707,29-10-2022
2526,298,20,29-06-2023,597065,624028,
2527,752,24,27-06-2023,816822,834558,
2528,728,39,09-07-2023,660422,683228,
2529,443,13,25-07-2023,335528,260491,26-07-2023
2530,595,24,14-03-2023,369132,409580,
2531,197,42,18-03-2023,575560,595095,
2532,74,72,06-08-2023,66622,71826,
2533,462,18,27-02-2023,174237,227152,
2534,153,63,04-07-2023,512925,524748,
2535,366,37,04-07-2023,433487,457229,
2536,133,55,17-07-2023,534313,300813,31-07-2023
2537,348,33,20-05-2023,167191,172587,
2538,459,20,22-04-2023,476662,479416,
2539,144,71,02-08-2023,734114,747187,
2540,149,36,11-10-2022,932588,278912,17-07-2023
2541,366,53,29-07-2023,520353,528250,
2542,344,52,28-03-2023,613214,637278,
2543,520,24,03-02-2023,172899,212005,
2544,227,64,26-02-2023,435667,150295,28-03-2023
2545,39,38,23-02-2023,768038,643123,21-03-2023
2546,334,9,08-04-2023,150026,194680,
2547,55,11,23-05-2023,686414,342956,08-06-2023
2548,498,58,27-05-2023,197469,212391,
2549,218,28,21-12-2022,810756,258562,18-03-2023
2550,344,12,11-04-2023,691658,351688,20-06-2023
2551,704,41,11-07-2023,878073,893496,
2552,514,43,29-07-2023,800483,819439,
2553,189,46,28-07-2023,269218,280249,
2554,621,71,04-03-2023,166302,230585,
2555,378,25,01-06-2023,843476,73035,30-06-2023
2556,573,60,04-08-2023,467686,474910,
2557,105,41,11-10-2022,523610,182154,31-05-2023
2558,234,59,10-04-2023,888328,609947,26-04-2023
2559,243,19,06-08-2023,913189,916424,
2560,423,37,30-05-2023,271401,278376,
2561,55,35,24-06-2023,563078,473819,05-08-2023
2562,552,71,15-12-2022,659145,662670,
2563,368,51,22-07-2023,667039,697867,
2564,281,72,10-07-2023,313361,335251,
2565,296,61,08-05-2023,531667,312783,24-07-2023
2566,81,60,05-06-2023,389794,402331,
2567,751,23,04-08-2023,557943,578304,
2568,292,19,30-07-2023,264504,224023,08-08-2023
2569,251,51,28-04-2023,989855,998998,
2570,76,14,27-02-2023,665642,704452,
2571,551,6,06-01-2023,516081,549114,
2572,129,10,18-07-2023,527866,478920,25-07-2023
2573,388,22,23-04-2023,671395,412775,16-06-2023
2574,548,58,04-08-2023,926019,429096,10-08-2023
2575,432,54,03-06-2023,581990,304226,04-07-2023
2576,147,48,18-05-2023,259512,265739,
2577,690,22,23-04-2023,502980,506626,
2578,688,10,25-08-2022,138638,162299,
2579,86,16,08-12-2022,746439,733152,06-02-2023
2580,656,57,20-07-2023,249666,296536,
2581,288,12,26-12-2022,900784,910054,
2582,683,24,05-08-2023,633617,651392,
2583,445,57,22-07-2023,296661,326545,
2584,242,24,05-06-2023,971103,971608,
2585,309,1,06-06-2023,442469,360065,07-07-2023
2586,420,43,11-07-2023,869071,125757,07-08-2023
2587,568,22,23-05-2023,210833,230112,
2588,101,60,19-06-2023,457579,333424,12-07-2023
2589,177,27,05-03-2023,109900,141831,
2590,442,34,07-08-2023,494199,279697,07-08-2023
2591,300,72,03-08-2023,795956,713702,07-08-2023
2592,502,8,20-03-2023,967078,254187,31-03-2023
2593,21,70,22-02-2023,657368,680221,
2594,219,28,06-02-2023,605673,641283,
2595,463,57,28-07-2023,487888,190982,06-08-2023
2596,681,62,08-05-2023,940479,947877,
2597,574,24,07-08-2023,885101,475665,07-08-2023
2598,352,57,09-06-2023,902175,728063,17-07-2023
2599,238,41,09-08-2023,422396,463600,
2600,740,21,29-07-2023,652974,221067,08-08-2023
2601,146,34,21-05-2023,588182,77462,22-06-2023
2602,408,68,30-07-2023,732220,287337,06-08-2023
2603,297,25,01-03-2023,470546,479091,
2604,237,16,21-12-2022,690918,693481,
2605,219,36,21-02-2023,252853,273308,
2606,337,34,16-07-2023,260534,269778,
2607,69,36,19-06-2023,496786,523539,
2608,370,46,22-11-2022,110422,114277,
2609,715,19,23-05-2023,399887,434235,
2610,365,11,26-04-2023,378532,400899,
2611,129,47,14-07-2023,533277,542657,
2612,595,33,13-07-2023,461700,463624,
2613,742,61,29-05-2023,392833,407335,
2614,351,47,13-04-2023,449098,461714,
2615,317,20,02-03-2023,757230,327214,24-04-2023
2616,682,49,04-06-2023,59336,104758,
2617,17,64,28-06-2023,623320,184587,27-07-2023
2618,111,29,25-11-2022,343886,373215,
2619,700,52,16-06-2023,682714,689287,
2620,278,32,13-12-2022,908158,432454,28-03-2023
2621,378,46,27-02-2023,278218,287818,
2622,243,21,09-08-2023,598638,609211,
2623,403,24,23-03-2023,744137,779222,
2624,440,16,07-07-2023,59070,79569,
2625,334,40,22-03-2023,648889,675541,
2626,235,34,04-06-2023,371253,40371,21-07-2023
2627,410,53,07-05-2023,819301,822220,
2628,70,69,03-05-2023,554581,578878,
2629,486,24,17-02-2023,132424,177623,
2630,588,33,02-07-2023,257857,283850,
2631,75,29,09-08-2023,802162,819069,
2632,285,51,26-01-2023,819636,836818,
2633,322,25,09-05-2023,345822,361348,
2634,16,53,07-07-2023,963628,373935,23-07-2023
2635,650,10,11-08-2023,302624,308909,
2636,67,10,01-04-2023,939509,511519,24-07-2023
2637,532,43,01-08-2023,185105,201508,
2638,373,22,09-07-2023,789597,111732,23-07-2023
2639,738,69,07-06-2023,371059,123126,02-08-2023
2640,376,36,02-05-2023,512594,525009,
2641,543,42,16-07-2023,951333,955288,
2642,640,30,30-07-2023,863567,865319,
2643,152,17,06-06-2023,653092,667766,
2644,201,31,16-07-2023,628863,632762,
2645,457,52,15-04-2023,117579,162986,
2646,566,51,12-06-2023,561584,544768,14-07-2023
2647,22,41,02-08-2023,784416,818697,
2648,474,44,22-07-2023,631554,195809,28-07-2023
2649,450,59,25-05-2023,265268,165436,25-07-2023
2650,600,64,28-04-2023,626518,646687,
2651,15,63,03-08-2023,417640,139853,03-08-2023
2652,311,24,18-02-2023,215410,228032,
2653,167,2,13-06-2023,439163,457021,
2654,263,42,16-05-2023,591958,512756,10-07-2023
2655,401,59,10-08-2023,712091,719983,
2656,261,56,28-03-2023,192049,69667,10-07-2023
2657,673,52,06-05-2023,574177,597306,
2658,726,6,04-04-2023,411707,252350,22-05-2023
2659,650,60,08-08-2023,998340,147824,10-08-2023
2660,628,57,20-12-2022,250185,270411,
2661,711,44,23-06-2023,922142,508593,14-07-2023
2662,573,4,20-07-2023,562302,568861,
2663,276,42,24-03-2023,687610,698053,
2664,6,5,15-07-2023,478355,159400,29-07-2023
2665,417,1,20-06-2023,636960,660107,
2666,350,44,28-04-2023,936814,155139,23-07-2023
2667,282,18,25-07-2023,117267,120552,
2668,748,2,21-03-2023,676911,432864,23-07-2023
2669,147,30,07-07-2023,993365,997495,
2670,364,33,15-05-2023,382154,388458,
2671,238,34,05-08-2023,92683,115264,
2672,197,62,24-03-2023,128113,53152,25-07-2023
2673,12,72,23-07-2023,865184,882036,
2674,48,12,27-07-2023,986242,713804,08-08-2023
2675,738,9,12-06-2023,135653,166999,
2676,573,56,05-08-2023,479400,482796,
2677,595,32,09-06-2023,817667,500469,25-06-2023
2678,328,45,04-06-2023,269833,301357,
2679,211,3,23-05-2023,612714,635059,
2680,163,53,04-07-2023,494276,530529,
2681,476,49,26-07-2023,621064,321095,07-08-2023
2682,726,9,16-07-2023,777557,787038,
2683,161,25,10-08-2023,64614,81606,
2684,116,7,07-07-2023,683511,718608,
2685,70,66,18-12-2022,878662,84567,16-04-2023
2686,198,23,18-02-2023,730949,48821,13-06-2023
2687,180,53,06-08-2023,646676,651659,
2688,8,32,12-06-2023,579824,364132,08-07-2023
2689,445,24,28-05-2023,191443,216865,
2690,362,35,02-02-2023,135708,198658,
2691,534,59,26-03-2023,499271,347823,18-06-2023
2692,417,56,12-04-2023,467396,489383,
2693,396,50,24-02-2023,303024,307727,
2694,231,22,01-11-2022,462486,77180,09-06-2023
2695,5,26,25-07-2023,604869,616147,
2696,754,33,11-04-2023,150004,196572,
2697,602,11,12-12-2022,640793,645218,
2698,210,5,16-07-2023,844106,180317,02-08-2023
2699,105,61,19-03-2023,198827,230555,
2700,215,55,05-03-2023,408113,410527,
2701,643,51,03-07-2023,888025,616472,09-07-2023
2702,239,19,21-01-2023,940077,955143,
2703,629,61,13-10-2022,542425,371352,20-06-2023
2704,73,15,28-03-2023,878459,769152,16-05-2023
2705,513,33,05-03-2023,344662,367037,
2706,417,49,17-01-2023,587065,573204,27-03-2023
2707,573,48,25-07-2023,548104,564161,
2708,563,73,15-10-2022,536536,542683,
2709,292,50,23-07-2023,160388,33764,09-08-2023
2710,220,52,14-03-2023,93097,133973,
2711,167,52,30-07-2023,135522,136081,
2712,174,31,11-04-2023,722526,582977,30-06-2023
2713,214,23,19-07-2023,257883,294261,
2714,245,27,28-04-2023,954249,880532,23-06-2023
2715,540,33,23-07-2023,543627,248989,23-07-2023
2716,688,26,18-11-2022,313898,279415,12-12-2022
2717,130,44,06-04-2023,625640,638312,
2718,596,9,11-08-2023,994809,312056,11-08-2023
2719,273,61,17-05-2023,263288,287489,
2720,530,45,13-07-2023,824606,825943,
2721,746,19,01-06-2023,709214,615088,06-07-2023
2722,459,19,01-06-2023,54821,122431,
2723,295,33,03-08-2023,366851,319908,05-08-2023
2724,418,12,22-06-2023,75781,107379,
2725,122,56,27-06-2023,886845,223852,28-06-2023
2726,179,33,23-04-2023,849477,868782,
2727,457,55,08-07-2023,376129,404779,
2728,64,58,08-11-2022,706714,173845,12-04-2023
2729,519,14,05-07-2023,888386,892127,
2730,217,30,24-07-2023,648477,82366,01-08-2023
2731,678,4,18-05-2023,115285,116264,
2732,196,45,24-07-2023,922213,747455,26-07-2023
2733,544,65,24-10-2022,958886,969565,
2734,7,43,18-06-2023,917321,944400,
2735,739,11,10-08-2023,99188,154278,
2736,203,27,22-05-2023,431676,465647,
2737,652,47,30-11-2022,727688,745062,
2738,481,47,16-04-2023,775783,727821,23-05-2023
2739,381,43,24-04-2023,169134,189956,
2740,424,72,19-06-2023,295779,298347,
2741,494,66,09-02-2023,164285,186440,
2742,68,30,05-08-2023,315605,251533,07-08-2023
2743,334,34,14-07-2023,359810,370541,
2744,53,21,26-07-2023,427658,402996,03-08-2023
2745,603,52,03-06-2023,460186,475978,
2746,71,57,14-03-2023,805402,725103,02-08-2023
2747,590,30,20-12-2022,526869,524319,10-05-2023
2748,689,23,04-06-2023,862293,71087,12-07-2023
2749,595,21,11-08-2023,82593,135928,
2750,666,1,06-08-2023,380095,161025,06-08-2023
2751,117,3,25-01-2023,257473,295055,
2752,656,46,22-01-2023,877743,886210,
2753,461,60,08-12-2022,607502,614279,
2754,598,52,25-05-2023,974905,977220,
2755,619,5,31-03-2023,791439,817763,
2756,422,47,02-04-2023,303751,360845,
2757,132,11,28-06-2023,625782,257932,05-07-2023
2758,451,54,17-04-2023,941292,165093,29-04-2023
2759,283,17,01-07-2023,388449,163363,09-07-2023
2760,169,42,31-03-2023,846207,618695,01-06-2023
2761,458,43,14-07-2023,162254,165386,
2762,534,58,13-06-2023,514865,521215,
2763,489,26,17-04-2023,274548,297303,
2764,5,10,30-04-2023,184486,214706,
2765,412,41,22-06-2023,639917,657078,
2766,429,56,28-04-2023,982357,227785,21-05-2023
2767,204,62,20-05-2023,939378,348983,10-06-2023
2768,309,10,16-06-2023,807954,201234,06-07-2023
2769,23,33,22-03-2023,53240,57686,
2770,406,21,15-05-2023,784941,439617,10-07-2023
2771,728,15,28-07-2023,479787,483728,
2772,302,54,01-02-2023,79352,123857,
2773,428,12,10-08-2023,898635,735519,10-08-2023
2774,732,41,27-06-2023,462301,508512,
2775,529,20,28-04-2023,595217,611476,
2776,658,62,09-04-2023,629833,595538,27-06-2023
2777,678,71,21-04-2023,706380,366524,21-04-2023
2778,551,45,03-08-2023,957281,922676,11-08-2023
2779,91,57,29-03-2023,269007,301065,
2780,193,73,09-08-2023,136202,171022,
2781,527,63,21-07-2023,59530,100529,
2782,656,58,26-11-2022,71573,136318,
2783,262,16,03-07-2023,686941,696011,
2784,40,51,03-04-2023,941576,414164,19-06-2023
2785,252,44,08-07-2023,580638,594254,
2786,442,32,09-08-2023,290414,294290,
2787,628,46,18-01-2023,697478,422724,02-03-2023
2788,283,18,30-07-2023,868175,899716,
2789,350,49,13-05-2023,685633,701600,
2790,198,49,22-07-2023,917980,926812,
2791,687,47,01-08-2023,668384,702180,
2792,17,71,20-06-2023,342884,357870,
2793,436,35,06-08-2023,883723,252681,11-08-2023
2794,225,14,28-06-2023,554739,578799,
2795,666,11,26-07-2023,451966,438033,27-07-2023
2796,94,36,30-05-2023,374969,407570,
2797,701,26,03-07-2023,479594,496925,
2798,8,73,28-11-2022,634907,654794,
2799,340,18,11-08-2023,934739,493688,11-08-2023
2800,680,9,09-07-2023,236829,257547,
2801,62,18,18-06-2023,611967,535696,14-07-2023
2802,178,46,02-08-2023,628027,641788,
2803,10,52,09-05-2023,801050,804958,
2804,481,9,29-10-2022,817197,398079,18-07-2023
2805,147,27,30-07-2023,464517,480984,
2806,755,60,25-06-2023,689604,50408,28-07-2023
2807,737,57,24-06-2023,783639,712097,23-07-2023
2808,392,34,26-12-2022,476593,480626,
2809,167,33,05-05-2023,504114,510657,
2810,363,56,18-09-2022,146490,148308,
2811,725,48,30-05-2023,748251,279135,04-07-2023
2812,505,28,15-07-2023,276914,314570,
2813,340,1,29-07-2023,928104,202229,10-08-2023
2814,647,44,02-06-2023,608250,234871,05-06-2023
2815,398,33,20-10-2022,908604,833220,31-12-2022
2816,453,23,11-07-2023,992267,994777,
2817,185,2,01-07-2023,279372,224601,08-07-2023
2818,179,60,23-06-2023,256502,61957,10-08-2023
2819,231,28,06-01-2023,943809,537281,26-01-2023
2820,355,50,11-06-2023,391732,405363,
2821,595,7,05-05-2023,617185,655004,
2822,409,72,25-06-2023,731195,735004,
2823,473,53,03-03-2023,789956,806483,
2824,404,41,10-08-2023,886731,478740,10-08-2023
2825,505,17,29-06-2023,484416,530241,
2826,225,7,23-04-2023,270039,280020,
2827,589,2,18-04-2023,262385,267919,
2828,283,28,31-07-2023,208018,254663,
2829,187,10,05-08-2023,874366,570515,07-08-2023
2830,394,28,09-08-2023,359464,401705,
2831,143,19,23-06-2023,467607,290222,08-07-2023
2832,113,61,21-05-2023,715561,732802,
2833,305,71,20-07-2023,798796,808964,
2834,226,20,22-07-2023,278681,337567,
2835,311,41,24-02-2023,765885,799380,
2836,698,31,19-06-2023,680710,695378,
2837,688,11,30-12-2022,719521,206039,03-04-2023
2838,99,58,05-08-2023,387346,412350,
2839,557,48,13-03-2023,704874,705127,
2840,737,52,01-07-2023,481201,292483,28-07-2023
2841,630,1,24-05-2023,410150,430777,
2842,155,56,09-12-2022,368475,387120,
2843,162,14,03-08-2023,102971,125249,
2844,552,12,11-06-2023,936714,866008,30-07-2023
2845,304,72,15-05-2023,284321,286365,
2846,276,20,16-05-2023,882441,520579,16-07-2023
2847,86,35,13-06-2023,888234,908044,
2848,274,34,19-03-2023,896876,409934,08-05-2023
2849,685,48,18-06-2023,467601,483105,
2850,316,59,12-01-2023,957636,961770,
2851,250,35,29-10-2022,95927,120975,
2852,522,52,08-08-2023,796326,812879,
2853,596,6,08-08-2023,664667,669591,
2854,669,8,11-08-2023,391211,414061,
2855,603,43,22-02-2023,139773,142060,
2856,448,48,28-06-2023,103308,35665,01-07-2023
2857,538,61,14-12-2022,963944,540936,15-12-2022
2858,170,53,28-06-2023,388715,395585,
2859,319,16,09-04-2023,981926,1001512,
2860,331,36,23-02-2023,759897,181088,26-04-2023
2861,466,51,19-07-2023,944809,826467,31-07-2023
2862,271,59,12-07-2023,394155,435725,
2863,590,33,25-05-2023,117321,117512,
2864,580,69,31-07-2023,76717,116549,
2865,470,59,20-01-2023,200712,129359,28-06-2023
2866,618,67,29-10-2022,319998,325657,
2867,205,5,16-07-2023,990395,179282,02-08-2023
2868,196,70,05-06-2023,181447,211049,
2869,515,53,30-06-2023,318719,326906,
2870,733,67,11-08-2023,424363,292673,11-08-2023
2871,662,2,13-04-2023,240984,266115,
2872,710,1,18-05-2023,870406,534063,03-07-2023
2873,412,12,24-05-2023,651485,663880,
2874,315,47,02-08-2023,511670,533193,
2875,372,19,21-07-2023,933185,149968,06-08-2023
2876,627,30,11-08-2023,832863,827540,11-08-2023
2877,542,71,06-01-2023,392390,394479,
2878,498,25,11-07-2023,484327,485974,
2879,167,51,20-06-2023,943704,200008,28-07-2023
2880,294,17,04-12-2022,900247,914088,
2881,142,72,06-04-2023,518995,531190,
2882,97,29,16-07-2023,249827,249885,
2883,491,54,21-04-2023,130360,38725,22-07-2023
2884,85,53,29-06-2023,786166,816521,
2885,671,55,07-06-2023,189401,195131,
2886,398,34,27-12-2022,66234,71730,
2887,487,20,21-12-2022,326340,349417,
2888,227,42,30-03-2023,430520,430389,15-05-2023
2889,102,2,20-01-2023,955363,451196,15-07-2023
2890,591,27,03-02-2023,487257,305867,12-06-2023
2891,487,33,10-08-2023,620607,136912,10-08-2023
2892,401,22,11-08-2023,806182,811380,
2893,324,27,19-07-2023,736352,349488,29-07-2023
2894,467,4,06-04-2023,110930,115480,
2895,391,30,23-03-2023,929207,620785,02-05-2023
2896,521,15,25-10-2022,485421,515550,
2897,190,34,10-01-2023,811947,510371,08-05-2023
2898,275,17,17-02-2023,120714,123961,
2899,542,41,02-05-2023,925234,828352,29-06-2023
2900,462,72,27-02-2023,87407,124434,
2901,654,2,13-02-2023,871296,881934,
2902,580,28,01-07-2023,650006,303908,03-08-2023
2903,530,36,06-05-2023,97745,127058,
2904,319,57,07-06-2023,714535,677761,04-08-2023
2905,82,43,21-06-2023,281486,73075,25-07-2023
2906,196,56,10-05-2023,911591,922118,
2907,390,49,22-06-2023,274550,319691,
2908,604,63,22-05-2023,836543,859018,
2909,191,28,26-05-2023,425691,443947,
2910,480,1,09-11-2022,141648,155207,
2911,90,39,05-04-2023,856292,840773,26-04-2023
2912,752,46,25-06-2023,496278,511283,
2913,292,52,03-05-2023,521613,562138,
2914,461,23,09-12-2022,452985,500083,
2915,464,41,08-05-2023,507619,518307,
2916,352,57,14-06-2023,770906,215676,18-06-2023
2917,230,15,02-03-2023,354858,327230,10-03-2023
2918,299,22,02-07-2023,762075,762157,
2919,156,28,26-04-2023,724832,730594,
2920,466,54,07-06-2023,267055,287100,
2921,163,39,30-04-2023,418374,423170,
2922,586,20,26-05-2023,279564,295890,
2923,320,35,09-10-2022,399881,416107,
2924,716,55,08-08-2023,256560,292417,
2925,716,2,28-03-2023,457113,465802,
2926,457,4,18-05-2023,979012,200323,09-07-2023
2927,421,41,22-05-2023,819595,825557,
2928,339,66,09-11-2022,379346,159571,21-12-2022
2929,27,72,15-07-2023,980594,591268,24-07-2023
2930,345,40,25-04-2023,656596,670697,
2931,78,45,25-07-2023,403845,189080,07-08-2023
2932,14,35,29-05-2023,332672,355025,
2933,630,5,26-03-2023,237681,296104,
2934,194,5,28-07-2023,184413,222765,
2935,443,17,09-05-2023,348960,350552,
2936,377,48,11-08-2023,800829,113246,11-08-2023
2937,610,41,18-07-2023,522990,555091,
2938,95,16,30-07-2023,77205,83068,
2939,686,6,03-12-2022,554872,582762,
2940,119,47,10-01-2023,649456,118125,11-07-2023
2941,366,48,07-08-2023,351273,364830,
2942,544,70,25-01-2023,536787,561578,
2943,63,3,02-08-2023,976125,216390,04-08-2023
2944,553,48,20-05-2023,584090,404606,30-07-2023
2945,597,8,07-04-2023,332572,335112,
2946,636,53,18-02-2023,142103,142208,
2947,148,37,09-05-2023,449911,465045,
2948,526,27,24-11-2022,184428,210369,
2949,30,67,17-06-2023,484169,486410,
2950,181,4,18-02-2023,449107,450349,
2951,620,38,11-07-2023,446616,464997,
2952,638,11,31-05-2023,524034,221006,26-07-2023
2953,261,63,17-07-2023,127205,40158,29-07-2023
2954,365,69,17-01-2023,661931,534024,23-03-2023
2955,648,61,06-08-2023,645235,672601,
2956,130,4,13-04-2023,743457,454789,10-08-2023
2957,427,59,09-08-2023,57025,108386,
2958,120,45,23-04-2023,244244,251534,
2959,94,50,23-01-2023,72253,72619,
2960,205,56,01-06-2023,226190,257183,
2961,756,38,22-02-2023,887495,891832,
2962,756,62,28-02-2023,326278,326463,
2963,746,56,14-06-2023,199790,216902,
2964,573,36,21-07-2023,520024,531061,
2965,488,15,27-04-2023,458315,459171,
2966,424,9,15-07-2023,817151,833297,
2967,327,62,29-05-2023,345578,390067,
2968,374,1,05-08-2023,636159,649729,
2969,143,67,11-08-2023,703286,707406,
2970,521,63,17-12-2022,77094,146591,
2971,370,35,05-11-2022,597705,618693,
2972,603,25,25-07-2023,928282,950912,
2973,234,27,27-04-2023,234759,253707,
2974,667,14,28-01-2023,256378,264636,
2975,673,39,02-08-2023,788746,141985,04-08-2023
2976,17,47,13-03-2023,369424,411514,
2977,128,53,06-07-2023,726788,742729,
2978,372,63,03-08-2023,749705,751620,
2979,235,3,01-08-2023,566494,605500,
2980,246,42,02-06-2023,190434,214260,
2981,523,69,21-07-2023,574697,598108,
2982,436,42,27-07-2023,937219,938144,
2983,121,32,19-06-2023,591326,439539,27-06-2023
2984,106,56,09-07-2023,150045,151122,
2985,61,22,06-08-2023,761351,781396,
2986,104,18,03-08-2023,425030,166857,03-08-2023
2987,25,60,28-03-2023,413548,454660,
2988,145,24,27-03-2023,923219,727755,31-07-2023
2989,363,42,10-04-2023,58478,62154,
2990,64,55,22-12-2022,803467,834882,
2991,280,72,09-08-2023,985348,377388,11-08-2023
2992,483,63,14-07-2023,921854,935287,
2993,687,33,25-07-2023,429564,431420,
2994,119,69,18-03-2023,557287,580901,
2995,538,37,09-04-2023,562444,572964,
2996,235,29,11-07-2023,77066,79201,
2997,613,18,23-04-2023,888611,73309,24-05-2023
2998,177,10,07-08-2023,79853,117561,
2999,114,40,24-04-2023,494495,48549,20-05-2023
3000,321,54,25-03-2023,59971,105947,
3001,344,50,07-05-2023,485165,490978,
3002,353,34,27-01-2023,222646,267264,
3003,192,68,25-03-2023,527746,57521,27-04-2023
3004,5,14,17-06-2023,925673,486087,05-08-2023
3005,704,27,11-08-2023,92124,117259,
3006,6,42,30-07-2023,774201,51775,08-08-2023
3007,738,2,28-07-2023,902968,151394,07-08-2023
3008,730,4,13-04-2023,502030,509369,
3009,22,52,04-06-2023,409100,442355,
3010,343,37,17-07-2023,781899,727735,03-08-2023
3011,419,46,05-01-2023,535564,575889,
3012,332,12,01-11-2022,287608,235558,12-02-2023
3013,269,48,21-05-2023,828434,839387,
3014,200,29,30-07-2023,765638,501335,08-08-2023
3015,19,43,15-07-2023,229059,236574,
3016,284,13,11-07-2023,526174,559614,
3017,141,29,07-08-2023,477333,503201,
3018,658,18,30-10-2022,854563,341542,08-08-2023
3019,125,55,05-08-2023,586022,612381,
3020,314,73,28-06-2023,684536,146716,08-08-2023
