payment_id,subscription_id,amount,payment_date
1972,1496,17.99,25-06-2023
1973,1497,37.99,12-05-2023
1974,1498,17.99,16-05-2023
1975,1499,13.99,24-05-2023
1976,1500,5299.99,18-07-2023
1977,1501,2749.99,03-05-2023
1978,1502,59.99,17-07-2023
1979,1503,24.99,22-05-2023
1980,1504,37.99,25-06-2023
1981,1506,499,27-07-2023
1982,1507,548.99,28-06-2023
1983,1507,548.99,28-07-2023
1984,1508,19.99,16-07-2023
1985,1509,24.99,09-07-2023
1986,1510,22.49,16-06-2023
1987,1511,13.99,19-07-2023
1988,1512,4.99,05-05-2023
1989,1512,4.99,04-06-2023
1990,1512,4.99,04-07-2023
1991,1513,499,26-05-2023
1992,1513,499,25-06-2023
1993,1513,499,25-07-2023
1994,1514,1539.99,05-07-2023
1995,1515,3899,31-05-2023
1996,1516,548.99,04-05-2023
1997,1516,548.99,03-06-2023
1998,1516,548.99,03-07-2023
1999,1517,12.49,09-06-2023
2000,1518,31.99,05-07-2023
2001,1519,3899,15-05-2023
2002,1520,5299.99,17-05-2023
2003,1521,3.99,16-06-2023
2004,1521,3.99,16-07-2023
2005,1522,1199,05-06-2023
2006,1523,42.99,14-07-2023
2007,1524,5299.99,30-05-2023
2008,1525,19.99,27-07-2023
2009,1526,1199,13-05-2023
2010,1527,2749.99,28-05-2023
2011,1528,4.99,07-07-2023
2012,1529,3.99,15-06-2023
2013,1529,3.99,15-07-2023
2014,1530,31.99,07-07-2023
2015,1531,47.99,06-06-2023
2016,1532,42.99,16-07-2023
2017,1533,1199,22-05-2023
2018,1534,2749.99,23-07-2023
2019,1535,4.99,11-06-2023
2020,1535,4.99,11-07-2023
2021,1536,12.49,28-05-2023
2022,1537,12.49,29-07-2023
2023,1538,3.99,26-06-2023
2024,1538,3.99,26-07-2023
2025,1539,6.49,23-05-2023
2026,1539,6.49,22-06-2023
2027,1539,6.49,22-07-2023
2028,1540,6.49,03-06-2023
2029,1540,6.49,03-07-2023
2030,1541,19.99,06-05-2023
2031,1542,22.49,24-07-2023
2032,1543,59.99,23-05-2023
2033,1544,5299.99,15-07-2023
2034,1545,4.99,06-06-2023
2035,1545,4.99,06-07-2023
2036,1546,1539.99,08-06-2023
2037,1547,2749.99,20-07-2023
2038,1548,12.49,24-06-2023
2039,1549,4.99,30-07-2023
2040,1550,17.99,20-06-2023
2041,1551,3.99,23-06-2023
2042,1551,3.99,23-07-2023
2043,1552,1199,01-07-2023
2044,1553,1539.99,07-05-2023
2045,1554,1539.99,20-05-2023
2046,1555,5299.99,22-06-2023
2047,1556,12.49,17-07-2023
2048,1557,5299.99,14-07-2023
2049,1558,19.99,08-07-2023
2050,1559,17.99,21-07-2023
2051,1560,47.99,26-05-2023
2052,1561,17.99,20-07-2023
2053,1562,59.99,26-06-2023
2054,1563,3.99,14-05-2023
2055,1563,3.99,13-06-2023
2056,1563,3.99,13-07-2023
2057,1564,5299.99,28-07-2023
2058,1565,47.99,24-05-2023
2059,1566,4.99,10-07-2023
2060,1567,499,16-07-2023
2061,1568,499,07-06-2023
2062,1568,499,07-07-2023
2063,1569,1199,02-05-2023
2064,1569,1199,31-07-2023
2065,1570,19.99,25-07-2023
2066,1571,37.99,21-05-2023
2067,1572,13.99,20-05-2023
2068,1573,2749.99,13-06-2023
2069,1574,3899,01-07-2023
2070,1575,12.49,22-07-2023
2071,1576,59.99,30-05-2023
2072,1577,12.49,19-06-2023
2073,1578,17.99,11-07-2023
2074,1579,1199,01-07-2023
2075,1580,1199,06-07-2023
2076,1581,4.49,05-06-2023
2077,1581,4.49,05-07-2023
2078,1582,3.99,02-07-2023
2079,1583,4.99,14-06-2023
2080,1583,4.99,14-07-2023
2081,1584,59.99,01-05-2023
2082,1585,3899,02-06-2023
2083,1586,10.99,28-06-2023
2084,1587,59.99,13-07-2023
2085,1588,22.49,28-06-2023
2086,1589,22.49,03-06-2023
2087,1590,548.99,15-06-2023
2088,1590,548.99,15-07-2023
2089,1591,1539.99,29-07-2023
2090,1592,17.99,16-06-2023
2091,1593,19.99,05-05-2023
2092,1594,17.99,22-07-2023
2093,1595,1999,04-06-2023
2094,1596,47.99,12-05-2023
2095,1597,13.99,05-05-2023
2096,1598,3.99,01-07-2023
2097,1598,3.99,31-07-2023
2098,1599,5299.99,17-07-2023
2099,1600,3899,19-05-2023
2100,1601,1199,24-07-2023
2101,1602,3899,16-07-2023
2102,1603,1199,26-07-2023
2103,1604,3899,22-07-2023
2104,1605,12.49,03-06-2023
2105,1606,10.99,13-06-2023
2106,1607,3899,29-06-2023
2107,1608,31.99,13-07-2023
2108,1609,13.99,09-06-2023
2109,1610,6.49,13-05-2023
2110,1610,6.49,12-06-2023
2111,1610,6.49,12-07-2023
2112,1611,548.99,02-07-2023
2113,1612,3899,24-05-2023
2114,1613,31.99,03-07-2023
2115,1614,12.49,10-05-2023
2116,1615,1199,27-05-2023
2117,1616,10.99,31-05-2023
2118,1617,17.99,25-05-2023
2119,1618,499,29-06-2023
2120,1618,499,29-07-2023
2121,1619,4.49,05-05-2023
2122,1619,4.49,04-06-2023
2123,1619,4.49,04-07-2023
2124,1620,3899,14-06-2023
2125,1621,4.49,12-05-2023
2126,1621,4.49,11-06-2023
2127,1621,4.49,11-07-2023
2128,1622,42.99,17-05-2023
2129,1623,12.49,28-05-2023
2130,1624,3.99,29-05-2023
2131,1624,3.99,28-06-2023
2132,1624,3.99,28-07-2023
2133,1625,3899,14-06-2023
2134,1626,47.99,14-07-2023
2135,1627,6.49,23-06-2023
2136,1627,6.49,23-07-2023
2137,1628,59.99,07-07-2023
2138,1629,59.99,07-06-2023
2139,1630,47.99,22-05-2023
2140,1631,19.99,11-06-2023
2141,1632,548.99,05-06-2023
2142,1632,548.99,05-07-2023
2143,1633,19.99,11-06-2023
2144,1634,19.99,03-07-2023
2145,1635,10.99,20-06-2023
2146,1636,1539.99,13-05-2023
2147,1637,2749.99,19-07-2023
2148,1638,12.49,12-07-2023
2149,1639,3899,25-05-2023
2150,1640,12.49,26-06-2023
2151,1641,17.99,20-06-2023
2152,1642,1999,04-05-2023
2153,1643,10.99,18-06-2023
2154,1644,1539.99,15-07-2023
2155,1645,47.99,27-07-2023
2156,1646,1539.99,29-05-2023
2157,1647,2749.99,17-05-2023
2158,1648,548.99,12-07-2023
2159,1649,4.99,14-06-2023
2160,1649,4.99,14-07-2023
2161,1650,548.99,26-05-2023
2162,1650,548.99,25-06-2023
2163,1650,548.99,25-07-2023
2164,1651,47.99,04-07-2023
2165,1652,1999,06-05-2023
2166,1653,5299.99,02-05-2023
2167,1654,548.99,04-06-2023
2168,1654,548.99,04-07-2023
2169,1655,12.49,10-06-2023
2170,1656,1539.99,18-07-2023
2171,1657,17.99,04-07-2023
2172,1658,19.99,15-07-2023
2173,1659,13.99,29-06-2023
2174,1660,1539.99,19-07-2023
2175,1661,24.99,01-05-2023
2176,1662,37.99,30-05-2023
2177,1663,3.99,27-07-2023
2178,1664,3899,03-05-2023
2179,1665,1539.99,25-06-2023
2180,1666,42.99,15-06-2023
2181,1667,22.49,05-06-2023
2182,1668,13.99,01-06-2023
2183,1669,31.99,21-07-2023
2184,1670,22.49,15-07-2023
2185,1671,37.99,16-07-2023
2186,1672,1199,07-06-2023
2187,1673,13.99,17-05-2023
2188,1674,17.99,28-06-2023
2189,1675,31.99,27-06-2023
2190,1676,31.99,03-07-2023
2191,1677,22.49,06-06-2023
2192,1678,4.99,28-05-2023
2193,1678,4.99,27-06-2023
2194,1678,4.99,27-07-2023
2195,1679,6.49,27-05-2023
2196,1679,6.49,26-06-2023
2197,1679,6.49,26-07-2023
2198,1680,37.99,05-05-2023
2199,1681,19.99,07-06-2023
2200,1682,42.99,19-06-2023
2201,1683,499,17-07-2023
2202,1684,499,25-07-2023
2203,1685,3.99,23-07-2023
2204,1686,499,13-05-2023
2205,1686,499,12-06-2023
2206,1686,499,12-07-2023
2207,1687,499,30-06-2023
2208,1687,499,30-07-2023
2209,1688,1199,26-06-2023
2210,1689,22.49,19-07-2023
2211,1690,5299.99,09-06-2023
2212,1691,22.49,13-05-2023
2213,1692,12.49,20-05-2023
2214,1693,10.99,19-06-2023
2215,1694,37.99,09-06-2023
2216,1695,4.99,21-06-2023
2217,1695,4.99,21-07-2023
2218,1696,22.49,06-06-2023
2219,1697,13.99,03-06-2023
2220,1698,12.49,06-07-2023
2221,1699,6.49,04-06-2023
2222,1699,6.49,04-07-2023
2223,1700,19.99,17-05-2023
2224,1701,548.99,15-07-2023
2225,1702,6.49,04-05-2023
2226,1702,6.49,03-06-2023
2227,1702,6.49,03-07-2023
2228,1703,548.99,06-05-2023
2229,1703,548.99,05-06-2023
2230,1703,548.99,05-07-2023
2231,1704,548.99,10-07-2023
2232,1705,1199,04-06-2023
2233,1706,499,15-06-2023
2234,1706,499,15-07-2023
2235,1707,42.99,01-06-2023
2236,1708,4.99,29-06-2023
2237,1708,4.99,29-07-2023
2238,1709,59.99,24-07-2023
2239,1710,3.99,11-06-2023
2240,1710,3.99,11-07-2023
2241,1711,499,18-07-2023
2242,1712,22.49,10-07-2023
2243,1713,19.99,27-06-2023
2244,1714,4.99,23-06-2023
2245,1714,4.99,23-07-2023
2246,1715,31.99,29-06-2023
2247,1716,59.99,15-06-2023
2248,1717,4.99,11-07-2023
2249,1718,59.99,18-07-2023
2250,1719,3.99,04-07-2023
2251,1720,24.99,05-05-2023
2252,1721,47.99,06-06-2023
2253,1722,1539.99,08-05-2023
2254,1723,47.99,11-06-2023
2255,1724,59.99,30-06-2023
2256,1725,1539.99,22-06-2023
2257,1726,548.99,23-05-2023
2258,1726,548.99,22-06-2023
2259,1726,548.99,22-07-2023
2260,1727,5299.99,24-06-2023
2261,1728,10.99,08-07-2023
2262,1729,3.99,21-06-2023
2263,1729,3.99,21-07-2023
2264,1730,4.49,28-07-2023
2265,1731,6.49,31-05-2023
2266,1731,6.49,30-06-2023
2267,1731,6.49,30-07-2023
2268,1732,31.99,12-05-2023
2269,1733,59.99,30-06-2023
2270,1734,42.99,11-06-2023
2271,1735,4.49,05-05-2023
2272,1735,4.49,04-06-2023
2273,1735,4.49,04-07-2023
2274,1736,4.99,11-06-2023
2275,1736,4.99,11-07-2023
2276,1737,499,08-05-2023
2277,1737,499,07-06-2023
2278,1737,499,07-07-2023
2279,1738,22.49,02-05-2023
2280,1739,5299.99,03-05-2023
2281,1740,4.49,21-06-2023
2282,1740,4.49,21-07-2023
2283,1741,42.99,10-06-2023
2284,1742,3.99,23-06-2023
2285,1742,3.99,23-07-2023
2286,1743,5299.99,04-06-2023
2287,1744,12.49,23-06-2023
2288,1745,2749.99,28-06-2023
2289,1746,548.99,27-07-2023
2290,1747,3899,09-05-2023
2291,1748,24.99,18-07-2023
2292,1749,6.49,21-07-2023
2293,1750,19.99,14-05-2023
2294,1751,1199,27-05-2023
2295,1752,12.49,06-05-2023
2296,1753,12.49,30-05-2023
2297,1754,3.99,16-07-2023
2298,1755,1199,15-05-2023
2299,1756,22.49,17-07-2023
2300,1757,3899,09-06-2023
2301,1758,1999,03-06-2023
2302,1759,4.49,23-06-2023
2303,1759,4.49,23-07-2023
2304,1760,2749.99,29-07-2023
2305,1761,10.99,28-07-2023
2306,1762,10.99,26-05-2023
2307,1763,5299.99,13-05-2023
2308,1764,31.99,04-06-2023
2309,1765,1999,17-07-2023
2310,1766,548.99,20-07-2023
2311,1767,1999,05-05-2023
2312,1768,1199,04-06-2023
2313,1769,37.99,19-05-2023
2314,1770,548.99,04-07-2023
2315,1771,1539.99,07-06-2023
2316,1772,42.99,30-05-2023
2317,1773,4.99,26-07-2023
2318,1774,548.99,09-06-2023
2319,1774,548.99,09-07-2023
2320,1775,6.49,12-07-2023
2321,1776,1999,31-05-2023
2322,1777,42.99,29-07-2023
2323,1778,1539.99,25-06-2023
2324,1779,4.49,23-06-2023
2325,1779,4.49,23-07-2023
2326,1780,1199,12-05-2023
2327,1781,4.49,08-05-2023
2328,1781,4.49,07-06-2023
2329,1781,4.49,07-07-2023
2330,1782,1999,06-06-2023
2331,1783,37.99,23-06-2023
2332,1784,17.99,01-06-2023
2333,1785,10.99,01-05-2023
2334,1785,10.99,30-07-2023
2335,1786,31.99,05-06-2023
2336,1787,19.99,26-06-2023
2337,1788,22.49,14-05-2023
2338,1789,47.99,15-06-2023
2339,1790,5299.99,19-05-2023
2340,1791,1199,19-06-2023
2341,1792,17.99,27-07-2023
2342,1793,4.99,10-05-2023
2343,1793,4.99,09-06-2023
2344,1793,4.99,09-07-2023
2345,1794,499,23-05-2023
2346,1794,499,22-06-2023
2347,1794,499,22-07-2023
2348,1795,37.99,17-06-2023
2349,1796,24.99,06-07-2023
2350,1797,1999,29-05-2023
2351,1798,13.99,15-06-2023
2352,1799,499,21-05-2023
2353,1799,499,20-06-2023
2354,1799,499,20-07-2023
2355,1800,1199,09-05-2023
2356,1801,19.99,04-07-2023
2357,1802,13.99,25-05-2023
2358,1803,17.99,21-07-2023
2359,1804,12.49,07-07-2023
2360,1805,10.99,26-05-2023
2361,1806,19.99,09-05-2023
2362,1807,13.99,27-05-2023
2363,1808,12.49,03-06-2023
2364,1809,17.99,07-05-2023
2365,1810,37.99,08-06-2023
2366,1811,548.99,30-07-2023
2367,1812,10.99,21-07-2023
2368,1813,59.99,23-07-2023
2369,1814,548.99,15-06-2023
2370,1814,548.99,15-07-2023
2371,1815,4.99,20-05-2023
2372,1815,4.99,19-06-2023
2373,1815,4.99,19-07-2023
2374,1816,24.99,16-05-2023
2375,1817,19.99,20-05-2023
2376,1818,19.99,23-07-2023
2377,1819,1999,20-06-2023
2378,1820,17.99,02-06-2023
2379,1821,499,13-06-2023
2380,1821,499,13-07-2023
2381,1822,12.49,17-05-2023
2382,1823,19.99,02-05-2023
2383,1824,42.99,25-05-2023
2384,1825,37.99,24-06-2023
2385,1826,1199,17-06-2023
2386,1827,59.99,21-07-2023
2387,1828,4.49,23-05-2023
2388,1828,4.49,22-06-2023
2389,1828,4.49,22-07-2023
2390,1829,47.99,31-05-2023
2391,1830,37.99,01-06-2023
2392,1831,59.99,21-07-2023
2393,1832,12.49,28-07-2023
2394,1833,1199,14-05-2023
2395,1834,10.99,18-06-2023
2396,1835,42.99,15-05-2023
2397,1836,1199,23-06-2023
2398,1837,13.99,07-05-2023
2399,1838,42.99,29-06-2023
2400,1839,1999,03-06-2023
2401,1840,10.99,13-05-2023
2402,1841,19.99,04-06-2023
2403,1842,13.99,17-05-2023
2404,1843,2749.99,25-06-2023
2405,1844,4.99,26-05-2023
2406,1844,4.99,25-06-2023
2407,1844,4.99,25-07-2023
2408,1845,37.99,22-06-2023
2409,1846,6.49,11-07-2023
2410,1847,59.99,08-05-2023
2411,1848,3.99,04-06-2023
2412,1848,3.99,04-07-2023
2413,1849,13.99,12-07-2023
2414,1850,13.99,27-06-2023
2415,1851,59.99,02-05-2023
2416,1852,1199,22-05-2023
2417,1853,42.99,31-07-2023
2418,1854,10.99,18-06-2023
2419,1855,3899,03-05-2023
2420,1856,499,05-06-2023
2421,1856,499,05-07-2023
2422,1857,31.99,23-06-2023
2423,1858,10.99,23-06-2023
2424,1859,59.99,30-06-2023
2425,1860,19.99,23-05-2023
2426,1861,4.99,25-07-2023
2427,1862,1199,17-05-2023
2428,1863,12.49,10-05-2023
2429,1864,6.49,01-05-2023
2430,1864,6.49,31-05-2023
2431,1864,6.49,30-06-2023
2432,1864,6.49,30-07-2023
2433,1865,47.99,24-06-2023
2434,1866,59.99,02-06-2023
2435,1867,1539.99,31-05-2023
2436,1868,24.99,08-06-2023
2437,1869,3.99,15-07-2023
2438,1870,13.99,20-06-2023
2439,1871,1199,06-05-2023
2440,1872,10.99,25-07-2023
2441,1873,24.99,22-06-2023
2442,1874,13.99,06-07-2023
2443,1875,3899,13-06-2023
2444,1876,12.49,18-07-2023
2445,1877,1539.99,03-07-2023
2446,1878,37.99,29-06-2023
2447,1879,1999,01-07-2023
2448,1880,13.99,04-07-2023
2449,1881,548.99,29-06-2023
2450,1881,548.99,29-07-2023
2451,1882,548.99,02-05-2023
2452,1882,548.99,01-06-2023
2453,1882,548.99,01-07-2023
2454,1882,548.99,31-07-2023
2455,1883,6.49,25-07-2023
2456,1884,499,29-05-2023
2457,1884,499,28-06-2023
2458,1884,499,28-07-2023
2459,1885,1999,19-05-2023
2460,1886,1999,20-06-2023
2461,1887,42.99,09-07-2023
2462,1888,17.99,04-06-2023
2463,1889,47.99,26-06-2023
2464,1890,1199,26-06-2023
2465,1891,1999,01-05-2023
2466,1892,1199,06-07-2023
2467,1893,22.49,06-06-2023
2468,1894,31.99,09-06-2023
2469,1895,10.99,12-05-2023
2470,1896,12.49,03-07-2023
2471,1897,4.99,03-05-2023
2472,1897,4.99,02-06-2023
2473,1897,4.99,02-07-2023
2474,1898,3.99,14-05-2023
2475,1898,3.99,13-06-2023
2476,1898,3.99,13-07-2023
2477,1899,47.99,28-06-2023
2478,1900,19.99,14-05-2023
2479,1901,1199,07-07-2023
2480,1902,4.99,27-06-2023
2481,1902,4.99,27-07-2023
2482,1903,3899,06-07-2023
2483,1904,1199,25-07-2023
2484,1905,12.49,06-07-2023
2485,1906,13.99,20-07-2023
2486,1907,19.99,06-05-2023
2487,1908,22.49,19-06-2023
2488,1909,22.49,15-06-2023
2489,1910,42.99,15-07-2023
2490,1911,17.99,24-06-2023
2491,1912,1199,25-06-2023
2492,1913,6.49,06-06-2023
2493,1913,6.49,06-07-2023
2494,1914,2749.99,11-07-2023
2495,1915,12.49,12-06-2023
2496,1916,24.99,08-05-2023
2497,1917,22.49,02-05-2023
2498,1918,3899,03-05-2023
2499,1919,3899,13-05-2023
2500,1920,3899,05-05-2023
2501,1921,1999,31-05-2023
2502,1922,47.99,04-06-2023
2503,1923,3.99,09-07-2023
2504,1924,24.99,06-05-2023
2505,1925,2749.99,14-05-2023
2506,1926,6.49,30-07-2023
2507,1927,2749.99,11-07-2023
2508,1928,10.99,12-07-2023
2509,1929,47.99,23-05-2023
2510,1930,24.99,22-06-2023
2511,1931,548.99,01-06-2023
2512,1931,548.99,01-07-2023
2513,1931,548.99,31-07-2023
2514,1932,47.99,11-06-2023
2515,1933,1539.99,12-06-2023
2516,1934,6.49,28-05-2023
2517,1934,6.49,27-06-2023
2518,1934,6.49,27-07-2023
2519,1935,5299.99,15-07-2023
2520,1936,47.99,30-06-2023
2521,1937,24.99,17-07-2023
2522,1938,47.99,10-05-2023
2523,1939,12.49,04-06-2023
2524,1940,12.49,25-05-2023
2525,1941,59.99,29-06-2023
2526,1942,13.99,18-05-2023
2527,1943,499,09-05-2023
2528,1943,499,08-06-2023
2529,1943,499,08-07-2023
2530,1944,4.49,08-07-2023
2531,1945,37.99,11-07-2023
2532,1946,4.49,27-07-2023
2533,1947,10.99,24-07-2023
2534,1948,19.99,05-05-2023
2535,1949,5299.99,14-06-2023
2536,1950,4.49,03-06-2023
2537,1950,4.49,03-07-2023
2538,1951,17.99,14-07-2023
2539,1952,22.49,07-07-2023
2540,1954,59.99,27-06-2023
2541,1955,3899,26-05-2023
2542,1956,499,10-05-2023
2543,1956,499,09-06-2023
2544,1956,499,09-07-2023
2545,1957,59.99,18-05-2023
2546,1958,24.99,25-07-2023
2547,1959,2749.99,22-05-2023
2548,1960,548.99,19-06-2023
2549,1960,548.99,19-07-2023
2550,1961,1999,09-05-2023
2551,1962,3899,12-05-2023
2552,1963,47.99,16-06-2023
2553,1964,31.99,01-07-2023
2554,1965,499,02-06-2023
2555,1965,499,02-07-2023
2556,1966,1539.99,11-05-2023
2557,1967,42.99,01-06-2023
2558,1968,1199,02-06-2023
2559,1969,10.99,05-06-2023
2560,1970,2749.99,08-05-2023
2561,1971,1539.99,06-05-2023
2562,1972,1199,14-05-2023
2563,1973,24.99,24-05-2023
2564,1974,499,14-06-2023
2565,1974,499,14-07-2023
2566,1975,19.99,19-06-2023
2567,1976,17.99,16-05-2023
2568,1977,42.99,23-07-2023
2569,1978,1999,27-05-2023
2570,1979,1999,11-06-2023
2571,1980,1539.99,11-05-2023
2572,1981,22.49,18-07-2023
2573,1982,59.99,03-07-2023
2574,1983,3.99,08-07-2023
2575,1984,13.99,22-06-2023
2576,1985,59.99,30-06-2023
2577,1986,47.99,01-05-2023
2578,1987,10.99,30-07-2023
2579,1988,22.49,26-05-2023
2580,1989,2749.99,12-05-2023
2581,1990,42.99,30-07-2023
2582,1991,42.99,08-07-2023
2583,1992,499,07-05-2023
2584,1992,499,06-06-2023
2585,1992,499,06-07-2023
2586,1993,19.99,25-06-2023
2587,1994,13.99,14-05-2023
2588,1995,12.49,23-05-2023
2589,1997,3899,05-06-2023
2590,1998,3.99,03-06-2023
2591,1998,3.99,03-07-2023
2592,1999,3.99,09-05-2023
2593,1999,3.99,08-06-2023
2594,1999,3.99,08-07-2023
2595,2000,1999,12-05-2023
2596,2001,548.99,05-05-2023
2597,2001,548.99,04-06-2023
2598,2001,548.99,04-07-2023
2599,2002,24.99,12-06-2023
2600,2003,24.99,05-06-2023
2601,2004,22.49,07-06-2023
2602,2005,13.99,12-05-2023
2603,2006,24.99,17-07-2023
2604,2007,548.99,20-05-2023
2605,2007,548.99,19-06-2023
2606,2007,548.99,19-07-2023
2607,2008,10.99,23-05-2023
2608,2009,2749.99,09-07-2023
2609,2010,22.49,23-07-2023
2610,2011,5299.99,09-07-2023
2611,2012,31.99,23-07-2023
2612,2013,42.99,24-07-2023
2613,2014,2749.99,12-06-2023
2614,2015,3.99,24-06-2023
2615,2015,3.99,24-07-2023
2616,2016,24.99,19-05-2023
2617,2017,2749.99,10-05-2023
2618,2018,47.99,02-05-2023
2619,2019,31.99,20-07-2023
2620,2020,12.49,23-06-2023
2621,2021,3.99,03-05-2023
2622,2021,3.99,02-06-2023
2623,2021,3.99,02-07-2023
2624,2022,42.99,22-05-2023
2625,2023,5299.99,26-06-2023
2626,2024,47.99,24-05-2023
2627,2025,24.99,17-05-2023
2628,2026,31.99,17-07-2023
2629,2027,5299.99,23-06-2023
2630,2028,37.99,26-07-2023
2631,2029,3899,16-05-2023
2632,2030,19.99,06-06-2023
2633,2031,4.99,03-05-2023
2634,2031,4.99,02-06-2023
2635,2031,4.99,02-07-2023
2636,2032,19.99,26-07-2023
2637,2033,47.99,31-07-2023
2638,2034,47.99,15-07-2023
2639,2035,1999,06-07-2023
2640,2036,19.99,24-06-2023
2641,2037,31.99,28-06-2023
2642,2038,4.99,18-07-2023
2643,2039,24.99,23-06-2023
2644,2040,19.99,27-05-2023
2645,2041,4.49,04-06-2023
2646,2041,4.49,04-07-2023
2647,2042,3899,19-05-2023
2648,2043,13.99,29-07-2023
2649,2044,17.99,25-05-2023
2650,2045,5299.99,24-07-2023
2651,2046,10.99,19-07-2023
2652,2047,6.49,01-05-2023
2653,2047,6.49,31-05-2023
2654,2047,6.49,30-06-2023
2655,2047,6.49,30-07-2023
2656,2048,6.49,21-06-2023
2657,2048,6.49,21-07-2023
2658,2049,24.99,26-05-2023
2659,2050,59.99,28-06-2023
2660,2051,1539.99,05-07-2023
2661,2052,3899,02-06-2023
2662,2053,59.99,05-06-2023
2663,2054,24.99,14-06-2023
2664,2055,13.99,05-06-2023
2665,2056,4.49,17-06-2023
2666,2056,4.49,17-07-2023
2667,2057,10.99,10-06-2023
2668,2058,47.99,05-06-2023
2669,2059,1199,12-06-2023
2670,2060,5299.99,08-06-2023
2671,2061,3899,26-07-2023
2672,2062,2749.99,10-07-2023
2673,2063,1199,22-07-2023
2674,2064,24.99,21-07-2023
2675,2065,499,18-07-2023
2676,2066,22.49,21-05-2023
2677,2067,31.99,08-06-2023
2678,2068,4.49,29-06-2023
2679,2068,4.49,29-07-2023
2680,2069,1539.99,04-06-2023
2681,2070,12.49,09-06-2023
2682,2071,548.99,28-07-2023
2683,2072,12.49,16-07-2023
2684,2073,3.99,03-07-2023
2685,2074,47.99,18-06-2023
2686,2075,24.99,18-07-2023
2687,2076,499,23-07-2023
2688,2077,13.99,02-07-2023
2689,2078,1999,16-07-2023
2690,2079,3899,04-05-2023
2691,2080,59.99,01-06-2023
2692,2081,3.99,13-05-2023
2693,2081,3.99,12-06-2023
2694,2081,3.99,12-07-2023
2695,2082,548.99,15-06-2023
2696,2082,548.99,15-07-2023
2697,2083,499,28-05-2023
2698,2083,499,27-06-2023
2699,2083,499,27-07-2023
2700,2084,22.49,08-06-2023
2701,2085,4.49,16-06-2023
2702,2085,4.49,16-07-2023
2703,2086,4.99,04-05-2023
2704,2086,4.99,03-06-2023
2705,2086,4.99,03-07-2023
2706,2087,6.49,01-07-2023
2707,2087,6.49,31-07-2023
2708,2088,42.99,27-07-2023
2709,2089,19.99,15-06-2023
2710,2090,5299.99,02-06-2023
2711,2091,37.99,14-06-2023
2712,2092,1539.99,06-06-2023
2713,2093,3.99,21-06-2023
2714,2093,3.99,21-07-2023
2715,2094,10.99,13-05-2023
2716,2095,31.99,31-07-2023
2717,2096,17.99,30-06-2023
2718,2097,499,30-07-2023
2719,2098,31.99,18-06-2023
2720,2099,5299.99,09-05-2023
2721,2100,19.99,29-05-2023
2722,2101,19.99,19-05-2023
2723,2102,3.99,30-05-2023
2724,2102,3.99,29-06-2023
2725,2102,3.99,29-07-2023
2726,2103,3899,26-06-2023
2727,2104,24.99,28-06-2023
2728,2105,4.99,20-05-2023
2729,2105,4.99,19-06-2023
2730,2105,4.99,19-07-2023
2731,2106,12.49,10-07-2023
2732,2107,4.99,05-05-2023
2733,2107,4.99,04-06-2023
2734,2107,4.99,04-07-2023
2735,2108,31.99,15-06-2023
2736,2109,499,11-07-2023
2737,2110,24.99,23-05-2023
2738,2111,4.99,02-06-2023
2739,2111,4.99,02-07-2023
2740,2112,4.99,25-06-2023
2741,2112,4.99,25-07-2023
2742,2113,37.99,12-06-2023
2743,2114,499,03-05-2023
2744,2114,499,02-06-2023
2745,2114,499,02-07-2023
2746,2115,1199,22-05-2023
2747,2116,4.99,21-06-2023
2748,2116,4.99,21-07-2023
2749,2117,59.99,06-05-2023
2750,2118,42.99,20-05-2023
2751,2119,42.99,02-07-2023
2752,2120,1199,08-06-2023
2753,2121,37.99,04-06-2023
2754,2122,59.99,29-06-2023
2755,2123,3.99,26-05-2023
2756,2123,3.99,25-06-2023
2757,2123,3.99,25-07-2023
2758,2124,47.99,15-07-2023
2759,2125,24.99,14-05-2023
2760,2126,10.99,05-07-2023
2761,2127,22.49,07-05-2023
2762,2128,6.49,25-06-2023
2763,2128,6.49,25-07-2023
2764,2129,13.99,25-06-2023
2765,2130,17.99,15-07-2023
2766,2131,5299.99,12-05-2023
2767,2132,5299.99,12-07-2023
2768,2133,4.49,10-07-2023
2769,2134,499,03-05-2023
2770,2134,499,02-06-2023
2771,2134,499,02-07-2023
2772,2135,5299.99,06-07-2023
2773,2136,1999,06-06-2023
2774,2137,1999,14-06-2023
2775,2138,10.99,18-06-2023
2776,2139,31.99,13-05-2023
2777,2140,12.49,25-07-2023
2778,2141,4.49,31-05-2023
2779,2141,4.49,30-06-2023
2780,2141,4.49,30-07-2023
2781,2142,5299.99,20-05-2023
2782,2143,1999,06-06-2023
2783,2144,3899,17-07-2023
2784,2145,31.99,08-05-2023
2785,2146,31.99,12-06-2023
2786,2147,1199,07-05-2023
2787,2148,19.99,01-07-2023
2788,2149,5299.99,06-05-2023
2789,2150,5299.99,25-07-2023
2790,2151,19.99,15-05-2023
2791,2153,4.49,04-05-2023
2792,2153,4.49,03-06-2023
2793,2153,4.49,03-07-2023
2794,2154,31.99,19-05-2023
2795,2155,59.99,10-06-2023
2796,2156,2749.99,30-06-2023
2797,2157,548.99,17-06-2023
2798,2157,548.99,17-07-2023
2799,2158,42.99,15-07-2023
2800,2159,4.49,17-06-2023
2801,2159,4.49,17-07-2023
